Year,Name,Number,Rank
1980,CLYNTON,1,835
1980,COBY,1,835
1980,COCHISE,1,835
1980,CODDI,1,835
1980,CODI,1,835
1980,CODY-LEE,1,835
1980,COLBURN,1,835
1980,COLEBY,1,835
1980,COLEN,1,835
1980,COLLYN,1,835
1980,COLTER,1,835
1980,CONG,1,835
1980,CONSTANTINE,1,835
1980,CORBET,1,835
1980,CORBETT,1,835
1980,CORBIN,1,835
1980,CORD,1,835
1980,CORIE,1,835
1980,CORNY,1,835
1980,CORRIE,1,835
1980,CORRY,1,835
1980,CORTNEY,1,835
1980,CORWIN,1,835
1980,CORWYN,1,835
1980,COURTENAY,1,835
1980,CRAIGHTON,1,835
1980,CREIG,1,835
1980,CRESTEN,1,835
1980,CRISTAN,1,835
1980,CRISTIAN,1,835
1980,CRISTOBAL,1,835
1980,CRISTOS,1,835
1980,CULLEN,1,835
1980,CUYLER,1,835
1980,DACEN,1,835
1980,DAETON,1,835
1980,DAGEN,1,835
1980,DAIGEN,1,835
1980,DAIN,1,835
1980,DAINE,1,835
1980,DAKOTA,1,835
1980,DALLEN,1,835
1980,DAMEON,1,835
1980,DAMION,1,835
1980,DAN,1,835
1980,DANE,1,835
1980,DANEL,1,835
1980,DANEN,1,835
1980,DANIAL,1,835
1980,DANNEL,1,835
1980,DANNY-JACOBUS,1,835
1980,DARA,1,835
1980,DARCEY,1,835
1980,D'ARCY,1,835
1980,DAREN,1,835
1980,DARION,1,835
1980,DARNELL,1,835
1980,DARON,1,835
1980,DARRAN,1,835
1980,DARRIS,1,835
1980,DARRON,1,835
1980,DARYEL,1,835
1980,DAUSEN,1,835
1980,DAVEN,1,835
1980,DAVE-RENE,1,835
1980,DAVINDER,1,835
1980,DAXTER,1,835
1980,DAYAN,1,835
1980,DAYNA,1,835
1980,DAYNE,1,835
1980,DEANE,1,835
1980,DEAN-PAUL,1,835
1980,DEAPEN,1,835
1980,DECLAN,1,835
1980,DEEPAK,1,835
1980,DEEPRAJ,1,835
1980,DEGAN,1,835
1980,DEIFANTE,1,835
1980,DELMOND,1,835
1980,DELRAY,1,835
1980,DELWYN,1,835
1980,DEMASTI,1,835
1980,DEMIAN,1,835
1980,DEMITRIOS,1,835
1980,DEMITRIUS,1,835
1980,DENNIE,1,835
1980,DENVER,1,835
1980,DERIK,1,835
1980,DERRILL,1,835
1980,DESI,1,835
1980,DETLEF,1,835
1980,DEVINDER,1,835
1980,DEVLIN,1,835
1980,DEWEY,1,835
1980,DHAMANJIT,1,835
1980,DHARMINDER,1,835
1980,DIARMUID,1,835
1980,DILIP,1,835
1980,DINESH,1,835
1980,D'LANE,1,835
1980,DOANE,1,835
1980,DOME,1,835
1980,DOMENIC,1,835
1980,DOMENIQUE,1,835
1980,DOMINGOS,1,835
1980,DONAT,1,835
1980,DONATO,1,835
1980,DONIVAN,1,835
1980,DONN,1,835
1980,DORIEN,1,835
1980,DORIN,1,835
1980,DOUGIE,1,835
1980,DOULAS,1,835
1980,DUC,1,835
1980,DUFFY,1,835
1980,DUKE,1,835
1980,DUSTAN,1,835
1980,DUSTEN,1,835
1980,DUSTIN-GUY,1,835
1980,DUSTYN,1,835
1980,DWAINE,1,835
1980,DWANE,1,835
1980,EAMON,1,835
1980,EARL,1,835
1980,ECHO,1,835
1980,EDAN,1,835
1980,EDDIE,1,835
1980,EDUARDO-ENZO,1,835
1980,EDWELL,1,835
1980,EGBERT,1,835
1980,E'HAB,1,835
1980,ELDRIDGE,1,835
1980,ELIE,1,835
1980,ELIEZER,1,835
1980,ELIO,1,835
1980,ELIOT,1,835
1980,ELIZABETH,1,835
1980,ELLIOT,1,835
1980,ELLIS,1,835
1980,ELMER,1,835
1980,ELON,1,835
1980,ELSAYED,1,835
1980,EMEKA,1,835
1980,EMELIAN,1,835
1980,EMERSON,1,835
1980,EMILY,1,835
1980,EMMERSON,1,835
1980,ENOCH,1,835
1980,EOUAD,1,835
1980,ERIN,1,835
1980,ERMANNO,1,835
1980,ERNIE,1,835
1980,ERRIN,1,835
1980,ERWIN,1,835
1980,ESMOND,1,835
1980,ESTEBAN,1,835
1980,ETIENNE,1,835
1980,EUGENIO,1,835
1980,EVERE,1,835
1980,EVERETTE,1,835
1980,EVERT,1,835
1980,EWEN,1,835
1980,EZAR,1,835
1980,FABIO,1,835
1980,FABRIZIO-LUCA-GIOVANNI,1,835
1980,FADEL,1,835
1980,FADIE,1,835
1980,FADY,1,835
1980,FAHMI,1,835
1980,FAISAL,1,835
1980,FAISEL,1,835
1980,FAIZAL,1,835
1980,FAROOQ,1,835
1980,FARREL,1,835
1980,FARREN,1,835
1980,FAYIAZ,1,835
1980,FAYNE,1,835
1980,FAZAL,1,835
1980,FAZEEM,1,835
1980,FELIPE,1,835
1980,FEODOR,1,835
1980,FERENC,1,835
1980,FERLYN,1,835
1980,FERRANTE,1,835
1980,FERRAS,1,835
1980,FIELD,1,835
1980,FILIPPO,1,835
1980,FINLAY,1,835
1980,FINNAEM,1,835
1980,FIRMAN,1,835
1980,FLETCHER,1,835
1980,FLINT,1,835
1980,FLORIAN,1,835
1980,FLOYD,1,835
1980,FOLEY,1,835
1980,FOOK,1,835
1980,FORBES,1,835
1980,FRANKIE,1,835
1980,FRANKY,1,835
1980,FRANZ,1,835
1980,FRAYNE,1,835
1980,FRAZER,1,835
1980,FRAZIER,1,835
1980,FREDDY,1,835
1980,FREDERIK,1,835
1980,FREEMAN,1,835
1980,FRIEND,1,835
1980,FRITZ,1,835
1980,GABOR,1,835
1980,GALAN,1,835
1980,GARON,1,835
1980,GARRETH,1,835
1980,GARVIL,1,835
1980,GARWIN,1,835
1980,GASSAN,1,835
1980,GAURAV,1,835
1980,GAYLORD,1,835
1980,GENE,1,835
1980,GENGIZ,1,835
1980,GENIALE,1,835
1980,GEOFFRY,1,835
1980,GEORDIE,1,835
1980,GERARDO,1,835
1980,GERHARD,1,835
1980,GERRY,1,835
1980,GHARIB,1,835
1980,GIACOMO,1,835
1980,GIAN,1,835
1980,GIBSON,1,835
1980,GISLAIN,1,835
1980,GLOVER,1,835
1980,GLYNNE,1,835
1980,GONZALO,1,835
1980,GOULVEN,1,835
1980,GRADY,1,835
1980,GRAHAME,1,835
1980,GRANGER,1,835
1980,GRAYHAM,1,835
1980,GRAZIANO,1,835
1980,GREGERY,1,835
1980,GUDMUNDUR,1,835
1980,GUILLERMO,1,835
1980,GUNTHER,1,835
1980,GURBIR,1,835
1980,GURINDER,1,835
1980,GURJIT,1,835
1980,GURWINDER,1,835
1980,GUTHRIE,1,835
1980,GUY-MICHEL-JUNIOR,1,835
1980,HAFIZ,1,835
1980,HAISAM,1,835
1980,HAL,1,835
1980,HALDAN,1,835
1980,HAMDAN,1,835
1980,HAMZA,1,835
1980,HANI,1,835
1980,HANIF,1,835
1980,HARJIT,1,835
1980,HARJOT,1,835
1980,HARLIN,1,835
1980,HARMEET,1,835
1980,HARMINDER,1,835
1980,HARMON,1,835
1980,HASEN,1,835
1980,HATEM,1,835
1980,HAYATO,1,835
1980,HELAL,1,835
1980,HELMUT,1,835
1980,HENH,1,835
1980,HENRIE,1,835
1980,HERMANN,1,835
1980,HERMON,1,835
1980,HICHAM,1,835
1980,HIEU,1,835
1980,HILTON,1,835
1980,HIN,1,835
1980,HIRAM,1,835
1980,HIROOH,1,835
1980,HIROYUKI,1,835
1980,HISAM,1,835
1980,HO,1,835
1980,HOGAN,1,835
1980,HOI,1,835
1980,HOLSEN,1,835
1980,HOPETON,1,835
1980,HOSAM,1,835
1980,HOW,1,835
1980,HU,1,835
1980,HUMAM,1,835
1980,HUNG,1,835
1980,HUNTER,1,835
1980,IFECHUKWUDE,1,835
1980,IGNATIUS,1,835
1980,IJAZ,1,835
1980,IKEY,1,835
1980,INDERDEEP,1,835
1980,INNOCENZO,1,835
1980,IOAN,1,835
1980,IRFAAN,1,835
1980,IRFHAN,1,835
1980,IRL,1,835
1980,ISAIAH,1,835
1980,ISLAM-HANI,1,835
1980,ISOKEN,1,835
1980,ISRAIL,1,835
1980,IVO-FABIAN,1,835
1980,J.R.,1,835
1980,JABIN,1,835
1980,JACKIE,1,835
1980,JACK-JAKOV,1,835
1980,JACOPO,1,835
1980,JACQUES,1,835
1980,JADA,1,835
1980,JADD,1,835
1980,JADI,1,835
1980,JADIE,1,835
1980,JAFFRAY,1,835
1980,JAIMES,1,835
1980,JAMAAL,1,835
1980,JAMIEL,1,835
1980,JAMISON,1,835
1980,JANAN,1,835
1980,JANI,1,835
1980,JAROM,1,835
1980,JAROMIR,1,835
1980,JASHA,1,835
1980,JASON-BRYAN,1,835
1980,JASON-RANDALL,1,835
1980,JASPAL,1,835
1980,JASPREET,1,835
1980,JASPRIT,1,835
1980,JASSON,1,835
1980,JATINDER,1,835
1980,JAUGAR,1,835
1980,JAVAID,1,835
1980,JAVAN,1,835
1980,JAY-ALEX,1,835
1980,JAYCEE,1,835
1980,JAY-DEE,1,835
1980,JAYDON,1,835
1980,JAY-JAY,1,835
1980,JAYSSON,1,835
1980,JD,1,835
1980,JEAN-CHARLES,1,835
1980,JEAN-GUY,1,835
1980,JEAN-LUC,1,835
1980,JEAN-PHILIPE,1,835
1980,JEB,1,835
1980,JEDADIAH,1,835
1980,JEFFERSON,1,835
1980,JEFFORY,1,835
1980,JENKIN,1,835
1980,JENSEN,1,835
1980,JERED,1,835
1980,JEREME,1,835
1980,JEREMI,1,835
1980,JEREMIA,1,835
1980,JERIMIAH,1,835
1980,JERLAN,1,835
1980,JERMAYNE,1,835
1980,JEROD,1,835
1980,JEROMIE,1,835
1980,JERRET,1,835
1980,JERROD,1,835
1980,JESHURUN,1,835
1980,JESSE-JO,1,835
1980,JESSE-MARCEL,1,835
1980,JESSIE-LEE,1,835
1980,JESSY,1,835
1980,JEVIN,1,835
1980,JIHAD,1,835
1980,JIM,1,835
1980,JIN,1,835
1980,JOCEL,1,835
1980,JOCHANAN,1,835
1980,JODE,1,835
1980,JODIE,1,835
1980,JOE,1,835
1980,JOESEPH,1,835
1980,JOFFREY,1,835
1980,JOHNAS,1,835
1980,JOHN-DAVID,1,835
1980,JOHN-JAMES,1,835
1980,JOHN-MARC,1,835
1980,JOHNNIE,1,835
1980,JOHN-SCOTT,1,835
1980,JOHNSON,1,835
1980,JOHNSTON,1,835
1980,JOMAR,1,835
1980,JONDAVID,1,835
1980,JON-EMILE,1,835
1980,JONES,1,835
1980,JONNAS,1,835
1980,JON-ORRIN,1,835
1980,JORDI,1,835
1980,JORDIN,1,835
1980,JORGER,1,835
1980,JORJ,1,835
1980,JORY,1,835
1980,JOSÉ,1,835
1980,JOSEF,1,835
1980,JOSEFF,1,835
1980,JOSHUAH,1,835
1980,JOSHUE,1,835
1980,JOSHUWA,1,835
1980,JOSPH,1,835
1980,JOTHAM,1,835
1980,JSON,1,835
1980,JUDD,1,835
1980,JULE,1,835
1980,JULIUS,1,835
1980,JUNE,1,835
1980,JUSTAN,1,835
1980,JUSTINDER,1,835
1980,JYI,1,835
1980,JYLE,1,835
1980,KAELAN,1,835
1980,KAITYA,1,835
1980,KAI-YIN,1,835
1980,KALCY,1,835
1980,KALLE,1,835
1980,KALPESH,1,835
1980,KALVIE,1,835
1980,KALYN,1,835
1980,KAM,1,835
1980,KANE,1,835
1980,KARANPAL,1,835
1980,KAREEM,1,835
1980,KAREL,1,835
1980,KARLYLE,1,835
1980,KARY,1,835
1980,KASEY,1,835
1980,KASHEF,1,835
1980,KASIM,1,835
1980,KASSEM,1,835
1980,KATE,1,835
1980,KAVEH,1,835
1980,KAYE,1,835
1980,KA-YEE,1,835
1980,KEGAN,1,835
1980,KEIR,1,835
1980,KEIRAN,1,835
1980,KEIVIN,1,835
1980,KELBY,1,835
1980,KELL,1,835
1980,KELLAN,1,835
1980,KELLEY,1,835
1980,KELSON,1,835
1980,KELSY,1,835
1980,KENAN,1,835
1980,KENDAL,1,835
1980,KENICHIRO,1,835
1980,KENJI,1,835
1980,KENN,1,835
1980,KENNEY,1,835
1980,KENTA,1,835
1980,KERIM,1,835
1980,KERRIS,1,835
1980,KERWIN,1,835
1980,KESSLER,1,835
1980,KEVEN,1,835
1980,KEVINDEEP,1,835
1980,KHALID,1,835
1980,KHURM,1,835
1980,KIELY,1,835
1980,KIER,1,835
1980,KIETH,1,835
1980,KIPP,1,835
1980,KIRIKA,1,835
1980,KIRKE,1,835
1980,KIRSTON,1,835
1980,KIRT,1,835
1980,KLAUS,1,835
1980,KLINT,1,835
1980,KLINTON,1,835
1980,KLYNT,1,835
1980,KOBI,1,835
1980,KOL,1,835
1980,KONRAD,1,835
1980,KORRY,1,835
1980,KOSTADINOS,1,835
1980,KOSTAS,1,835
1980,KRAIG,1,835
1980,KRIST,1,835
1980,KRISTAN,1,835
1980,KRISTAPHER,1,835
1980,KRISTINA,1,835
1980,KRISTON,1,835
1980,KRYSTIAN,1,835
1980,KRYSTOPHER,1,835
1980,KULINDER,1,835
1980,KUMAIL,1,835
1980,KWASI,1,835
1980,KWEK-MIN,1,835
1980,KYLEY,1,835
1980,KYYAN,1,835
1980,LAERZIO,1,835
1980,LAI,1,835
1980,LAINE,1,835
1980,LAMAR,1,835
1980,LANDEN,1,835
1980,LANDON-TROY,1,835
1980,LANI,1,835
1980,LARON,1,835
1980,LARREN,1,835
1980,LARSON,1,835
1980,LASZLO,1,835
1980,LAUN,1,835
1980,LAUREN,1,835
1980,LAURENS,1,835
1980,LAURENT,1,835
1980,LAURIE,1,835
1980,LAURIS,1,835
1980,LAVAL,1,835
1980,LAVERNE,1,835
1980,LAWRANCE,1,835
1980,LAWRICK,1,835
1980,LAYTON,1,835
1980,LAZARO,1,835
1980,LEAR,1,835
1980,LEELAND,1,835
1980,LEE-MICHAEL,1,835
1980,LEIF,1,835
1980,LEITH,1,835
1980,LEMUEL,1,835
1980,LEONIDAS,1,835
1980,LESTAT,1,835
1980,LEWIS,1,835
1980,LINDON,1,835
1980,LINDY,1,835
1980,LINTON,1,835
1980,LOCK-YIN,1,835
1980,LON,1,835
1980,LORAND,1,835
1980,LORENZO,1,835
1980,LORIS,1,835
1980,LOUIS-ANDRE,1,835
1980,LOURY,1,835
1980,LOWELL,1,835
1980,LOWEN,1,835
1980,LUAN,1,835
1980,LUCAN,1,835
1980,LUCIEN,1,835
1980,LUCIUS,1,835
1980,LUKACS,1,835
1980,LUKAS-RYAN,1,835
1980,LYMAN,1,835
1980,LYNAL,1,835
1980,MAC,1,835
1980,MACAN,1,835
1980,MACLEAN,1,835
1980,MAHDI,1,835
1980,MAHIPAL,1,835
1980,MAHMOUD-HUSSIEN,1,835
1980,MALIK,1,835
1980,MANDEL,1,835
1980,MANI,1,835
1980,MANJINDER,1,835
1980,MANMEET,1,835
1980,MANPREET,1,835
1980,MANSON,1,835
1980,MARC-ANDRE,1,835
1980,MARDY,1,835
1980,MAREK,1,835
1980,MARINO,1,835
1980,MARION,1,835
1980,MARKANDEYA,1,835
1980,MARKUS,1,835
1980,MARSHEL,1,835
1980,MARTINO,1,835
1980,MARTINUS,1,835
1980,MASAFUMI,1,835
1980,MASASHI,1,835
1980,MATAN,1,835
1980,MATHIESON,1,835
1980,MATIAS,1,835
1980,MAURICIO,1,835
1980,MAURIZIO,1,835
1980,MAXIMILIAN,1,835
1980,MAZEN,1,835
1980,MCKENZIE,1,835
1980,MCKUEN,1,835
1980,MEMPHIS,1,835
1980,MERV,1,835
1980,MESHACK,1,835
1980,MIC,1,835
1980,MICHAL,1,835
1980,MICHEIL,1,835
1980,MICHELE,1,835
1980,MICHELEN,1,835
1980,MICKAEL,1,835
1980,MICKEY,1,835
1980,MICKY,1,835
1980,MIHALI,1,835
1980,MIKAEL,1,835
1980,MILAD,1,835
1980,MILD,1,835
1980,MILES-LYNDEN,1,835
1980,MILORAD,1,835
1980,MILTON,1,835
1980,MINEKI,1,835
1980,MISCHA,1,835
1980,MISHA,1,835
1980,MOBEEN,1,835
1980,MOHAMMADALI,1,835
1980,MONROE,1,835
1980,MONTE,1,835
1980,MONTI,1,835
1980,MOTOKI,1,835
1980,MOUHAMMED,1,835
1980,MOUNTAIN,1,835
1980,MUGA,1,835
1980,MUNSOOR,1,835
1980,MURRY,1,835
1980,MURXMUR,1,835
1980,MUSTAFA,1,835
1980,MYCHAL,1,835
1980,MYRON,1,835
1980,NAAL,1,835
1980,NABIEL,1,835
1980,NADIR,1,835
1980,NAHEED,1,835
1980,NAJIB,1,835
1980,NANSEN,1,835
1980,NASHON,1,835
1980,NATHANAEL,1,835
1980,NATHEN,1,835
1980,NATHON,1,835
1980,NAVDEEP,1,835
1980,NAVDIP,1,835
1980,NAVEEN,1,835
1980,NAVRAJ,1,835
1980,NAVREET,1,835
1980,NEALE,1,835
1980,NEEL,1,835
1980,NEERAJ,1,835
1980,NEILS,1,835
1980,NELTROY,1,835
1980,NEVILLE,1,835
1980,NEVIN,1,835
1980,NEZAR,1,835
1980,NGOC,1,835
1980,NICANOR,1,835
1980,NICHOLAUS,1,835
1980,NICHOLSON,1,835
1980,NICKALAOS,1,835
1980,NICKALUS-JONATHAN,1,835
1980,NICKELAS,1,835
1980,NICKIE,1,835
1980,NICKOLAUS,1,835
1980,NICOLA,1,835
1980,NIDESH,1,835
1980,NII,1,835
1980,NIKISH,1,835
1980,NIKOLA,1,835
1980,NIKOLAI,1,835
1980,NIKOLAUS,1,835
1980,NIKOLAY,1,835
1980,NILOS,1,835
1980,NILS,1,835
1980,NIMA,1,835
1980,NINO,1,835
1980,NITIN,1,835
1980,NORMAND,1,835
1980,NORTEN,1,835
1980,NYLES,1,835
1980,OBAI,1,835
1980,OBAIDA,1,835
1980,ODELL,1,835
1980,ODIN,1,835
1980,OISIN,1,835
1980,OJAY,1,835
1980,OJEE,1,835
1980,OKECHI,1,835
1980,OLIVER-CARL,1,835
1980,OLUBUNMI,1,835
1980,OLUGBENGA,1,835
1980,OLUROTIMI,1,835
1980,OLUSHOLA,1,835
1980,OPPINDERJEET,1,835
1980,ORIN,1,835
1980,ORRIN,1,835
1980,ORVILLE,1,835
1980,ORYAN,1,835
1980,OSAMA,1,835
1980,OSAYUKI,1,835
1980,OSVALDO,1,835
1980,OVIDE,1,835
1980,OWAIS,1,835
1980,OZHAN,1,835
1980,PABLO,1,835
1980,PADDY,1,835
1980,PADRIAC,1,835
1980,PANAGIOTIS,1,835
1980,PANAYIOTIS,1,835
1980,PAOLA,1,835
1980,PARBEER,1,835
1980,PARDEEP,1,835
1980,PARIS,1,835
1980,PARKER,1,835
1980,PARMINDER,1,835
1980,PARNELL,1,835
1980,PARVEZ,1,835
1980,PASCAL,1,835
1980,PASI,1,835
1980,PASQUALINI,1,835
1980,PAVANDEEP,1,835
1980,PEIRRE,1,835
1980,PEPPE,1,835
1980,PERNALL,1,835
1980,PERNELL,1,835
1980,PHILBERT,1,835
1980,PHILIPPUS,1,835
1980,PHILLIPE,1,835
1980,PHONPRADITH,1,835
1980,PHUOC,1,835
1980,POLO,1,835
1980,POULIS,1,835
1980,PRITESH,1,835
1980,PROBAL,1,835
1980,PROXY,1,835
1980,PUNEET,1,835
1980,QAMARULLAH,1,835
1980,QASIM,1,835
1980,QUACH,1,835
1980,QUINTEN,1,835
1980,RABEAH,1,835
1980,RABIE,1,835
1980,RADOSLAV,1,835
1980,RAEGAN,1,835
1980,RAELAN,1,835
1980,RAFAEL,1,835
1980,RAFFAELE,1,835
1980,RAHIL,1,835
1980,RAHUL,1,835
1980,RAJAN,1,835
1980,RAJIN,1,835
1980,RAJINDER,1,835
1980,RAKESH,1,835
1980,RAKIN,1,835
1980,RAMANDEEP,1,835
1980,RAMESH,1,835
1980,RAMIL,1,835
1980,RAMSEY,1,835
1980,RAMY,1,835
1980,RANBIR,1,835
1980,RANDEEP,1,835
1980,RANDELL,1,835
1980,RANDI,1,835
1980,RANDLE,1,835
1980,RANDY-ROLAND,1,835
1980,RASHID,1,835
1980,RAVI,1,835
1980,RAYJONATHAN,1,835
1980,RAZA,1,835
1980,REAGEN,1,835
1980,RÉAL,1,835
1980,REECE,1,835
1980,REEVE,1,835
1980,REG,1,835
1980,REGEN,1,835
1980,REGGIE,1,835
1980,REINHOLD,1,835
1980,REJEAN,1,835
1980,RÉMI,1,835
1980,REMY,1,835
1980,RENA,1,835
1980,RENAN,1,835
1980,RENATO,1,835
1980,REYHAN,1,835
1980,RHYAN,1,835
1980,RIAN,1,835
1980,RIAN-STEVEN,1,835
1980,RIAZ,1,835
1980,RICHDEEP,1,835
1980,RICKI,1,835
1980,RICO,1,835
1980,RIED,1,835
1980,RIKI,1,835
1980,RIKKITA,1,835
1980,RISTO,1,835
1980,ROAN,1,835
1980,ROB,1,835
1980,ROBASHAR,1,835
1980,ROBBYLEE,1,835
1980,ROBIE,1,835
1980,ROBINDER,1,835
1980,ROBSON,1,835
1980,ROCKWELL,1,835
1980,ROCKY-RYAN,1,835
1980,RODIEL,1,835
1980,RODOLFO,1,835
1980,RODRICK,1,835
1980,ROGAN,1,835
1980,ROGELIO,1,835
1980,ROLLIN,1,835
1980,ROMEO,1,835
1980,ROMMEL,1,835
1980,RONEN,1,835
1980,ROONE,1,835
1980,ROOZBEH,1,835
1980,ROSARIO,1,835
1980,ROTH,1,835
1980,ROUDOLPH,1,835
1980,ROVIND,1,835
1980,RUSTIN,1,835
1980,RYDER,1,835
1980,RYEN,1,835
1980,RYKER,1,835
1980,SABA,1,835
1980,SAI,1,835
1980,SAJID,1,835
1980,SALEEM,1,835
1980,SALEH,1,835
1980,SALEM,1,835
1980,SALIM,1,835
1980,SAMAIR,1,835
1980,SAMEER,1,835
1980,SAMI,1,835
1980,SAMMY,1,835
1980,SAMUAL,1,835
1980,SANDY,1,835
1980,SANJOG,1,835
1980,SANTIAGO,1,835
1980,SASCHA,1,835
1980,SATINDER,1,835
1980,SATJEET,1,835
1980,SAVELY,1,835
1980,SAZONT,1,835
1980,SCHENDAL,1,835
1980,SCOTTIE,1,835
1980,SEGOVIA,1,835
1980,SERGEI,1,835
1980,SERGIO,1,835
1980,SHAAN,1,835
1980,SHAD,1,835
1980,SHADDON,1,835
1980,SHADI,1,835
1980,SHADY,1,835
1980,SHAHBAZ,1,835
1980,SHAHEED,1,835
1980,SHAHEEN,1,835
1980,SHAHNAWAAZ,1,835
1980,SHAINE,1,835
1980,SHALAKO,1,835
1980,SHALON,1,835
1980,SHAND,1,835
1980,SHANN,1,835
1980,SHANNONDOEA,1,835
1980,SHARIF,1,835
1980,SHAUNIK,1,835
1980,SHAWNE,1,835
1980,SHAWN-LEE,1,835
1980,SHELBEY,1,835
1980,SHELBY,1,835
1980,SHELDON-MICHAEL,1,835
1980,SHERIDAN,1,835
1980,SHEY,1,835
1980,SHEYENNE,1,835
1980,SHIH-MIN,1,835
1980,SHILO,1,835
1980,SHINJON,1,835
1980,SHIVANAND,1,835
1980,SHIVDEV,1,835
1980,SHIVNEET,1,835
1980,SHOHEB,1,835
1980,SHON,1,835
1980,SHUVALOY,1,835
1980,SHYAM,1,835
1980,SHYLO,1,835
1980,SIBI,1,835
1980,SIGMUNDT,1,835
1980,SIMRAN,1,835
1980,SINGH,1,835
1980,SIR,1,835
1980,SIYAWOSH,1,835
1980,SJOHN,1,835
1980,SKEVO,1,835
1980,SKOTT,1,835
1980,SKY,1,835
1980,SKYLAR,1,835
1980,SLADE,1,835
1980,SLEIMAN,1,835
1980,SLOBODAN,1,835
1980,SOCRATES,1,835
1980,SOL,1,835
1980,STAMATIOS,1,835
1980,STANFORD,1,835
1980,STANKO,1,835
1980,STEFFYN,1,835
1980,STONEY,1,835
1980,SUDHIR,1,835
1980,SUKHDEEP,1,835
1980,SUKHJIT,1,835
1980,SUKHJITPAL,1,835
1980,SUKHMAN,1,835
1980,SUKHRAJ,1,835
1980,SUKHWINDER,1,835
1980,SUMEER,1,835
1980,SUNDEEP,1,835
1980,SUNEET,1,835
1980,SUNIL,1,835
1980,SURAJ,1,835
1980,SURINDERPAUL,1,835
1980,SYDNEY,1,835
1980,SYED,1,835
1980,SYLVESTER,1,835
1980,SYLVIO,1,835
1980,T.,1,835
1980,TADEUSZ,1,835
1980,TAKESHI,1,835
1980,TALAB,1,835
1980,TALAL,1,835
1980,TALMAGE,1,835
1980,TALVIN,1,835
1980,TAMER,1,835
1980,TAN,1,835
1980,TANSON,1,835
1980,TAOS,1,835
1980,TARANPAL,1,835
1980,TARICK,1,835
1980,TARON,1,835
1980,TASO,1,835
1980,TATE,1,835
1980,TAU,1,835
1980,TAVIS,1,835
1980,TAYLER,1,835
1980,TEAGAN,1,835
1980,TEDDY,1,835
1980,TELMAN,1,835
1980,TEMPERANCE,1,835
1980,TEO,1,835
1980,TERANCE,1,835
1980,TERRACE,1,835
1980,TERREN,1,835
1980,TERRIS,1,835
1980,TERSAM,1,835
1980,TEVIE,1,835
1980,THADDEUS,1,835
1980,THEADORE,1,835
1980,THELON,1,835
1980,THEODORE-JAMES,1,835
1980,THEODOROS,1,835
1980,THIERRY,1,835
1980,THOM-KOSTAS,1,835
1980,THORREN,1,835
1980,THUAN,1,835
1980,TIEMEN,1,835
1980,TIMBER,1,835
1980,TIMITHY,1,835
1980,TIMMITHY,1,835
1980,TITUS,1,835
1980,TIUS,1,835
1980,T-JAY,1,835
1980,TOBI,1,835
1980,TOBY,1,835
1980,TOLULOPE,1,835
1980,TOM-HARLEY,1,835
1980,TOMMY-KRESIMIR,1,835
1980,TOMO,1,835
1980,TORI,1,835
1980,TORREY,1,835
1980,TORSTEIN,1,835
1980,TORY,1,835
1980,TRAAVIS,1,835
1980,TRACEY,1,835
1980,TRAPPER,1,835
1980,TREVLAND,1,835
1980,TREVOUR,1,835
1980,TRISTEN,1,835
1980,TRISTIAN,1,835
1980,TROYDEN,1,835
1980,TRUNG,1,835
1980,TRYSTAN,1,835
1980,TUNDRA,1,835
1980,TYE,1,835
1980,TYLER-BO,1,835
1980,TYMEN,1,835
1980,TYNAN,1,835
1980,TYREE,1,835
1980,TYRON,1,835
1980,TYRON-MARC,1,835
1980,TYRONNE,1,835
1980,TYRRAN,1,835
1980,TYRUS,1,835
1980,TYSEN,1,835
1980,TZE-CHU,1,835
1980,UMBERTO,1,835
1980,VADEN,1,835
1980,VAN,1,835
1980,VANS,1,835
1980,VARICK,1,835
1980,VASILIOS,1,835
1980,VERINDER,1,835
1980,VERN,1,835
1980,VERNE,1,835
1980,VERNIE,1,835
1980,VI,1,835
1980,VIKAS,1,835
1980,VIKTOR,1,835
1980,VINAY,1,835
1980,VINCE,1,835
1980,VINCENT-JASON,1,835
1980,VIRA,1,835
1980,VITO,1,835
1980,VITORIO,1,835
1980,VIVEK,1,835
1980,VLADIMIR,1,835
1980,VU,1,835
1980,VUI,1,835
1980,WAI,1,835
1980,WALDO,1,835
1980,WALEED,1,835
1980,WALLID,1,835
1980,WASSEEM,1,835
1980,WAY,1,835
1980,WAYD,1,835
1980,WAYDE,1,835
1980,WELLESLEY,1,835
1980,WENDELIN,1,835
1980,WERNER,1,835
1980,WESLY,1,835
1980,WHAYNE,1,835
1980,WIL,1,835
1980,WILFRID,1,835
1980,WILLARD,1,835
1980,WILLI,1,835
1980,WILLIE,1,835
1980,WILLIS,1,835
1980,WILSON,1,835
1980,WINCENT,1,835
1980,WINSLEY,1,835
1980,WINSLOW,1,835
1980,WOLSEY,1,835
1980,WRILEY,1,835
1980,WYATT-JAMES,1,835
1980,WYDELL,1,835
1980,WYLEN,1,835
1980,WYNTON,1,835
1980,XAVIER,1,835
1980,YACOV,1,835
1980,YANIK,1,835
1980,YASSER,1,835
1980,YISMAKYAHUW,1,835
1980,YOAV,1,835
1980,YOW,1,835
1980,YUKIHERO,1,835
1980,YUN,1,835
1980,YVAN,1,835
1980,ZAHIR,1,835
1980,ZAID,1,835
